2,2,1,1,1
45,3,2,1,1
1,3,2,2,1
2,1,1,3,1
6,2,1,3,1
61,3,2,3,1
67,2,1,3,1
68,3,2,3,1
69,3,2,3,1
70,1,1,3,1
71,2,1,3,1
